"experiences_offered","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month"
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Condominium","Entire home/apt",7,"1","4",4,"Real Bed",267,1000,3500,300,90,6,0,1,1125,13,43,73,348,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","flexible","f","f",1,1.97090844821492
"none","within a few hours",1,1,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",87,533,1550,95,25,1,25,2,10,29,59,74,74,6,97,10,10,10,10,9,10,"f","f","moderate","f","f",1,0.41
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Townhouse","Private room",2,"1","1",1,"Real Bed",62,1000,3500,100,100,1,0,2,1125,2,2,2,2,20,96,10,10,10,10,9,10,"f","t","strict","f","f",2,5.41
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",110,700,2300,200,40,2,10,2,1125,0,0,0,66,6,97,10,10,9,9,10,10,"f","f","moderate","f","f",1,0.22
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",6,"2","3",3,"Real Bed",250,1000,3500,250,90,1,0,4,14,0,0,0,197,6,90,9,10,9,10,10,10,"f","f","strict","f","f",1,0.16
"none","within a few hours",1,1,"t","t","t","Jamaica Plain","t","Apartment","Entire home/apt",6,"1","2",2,"Real Bed",150,1500,5040,500,200,2,35,2,1125,0,0,10,185,14,97,10,10,10,10,10,9,"f","f","strict","f","f",2,0.54
"none","within a few hours",1,0.33,"f","t","t","Jamaica Plain","t","House","Entire home/apt",7,"2","3",4,"Real Bed",300,1000,3500,500,140,2,50,2,1125,30,60,90,365,3,93,9,9,9,9,9,9,"f","f","flexible","f","f",1,0.18
"none","within a few hours",1,1,"f","t","f","Jamaica Plain","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",119,1000,3500,100,35,1,0,1,1125,2,5,23,23,13,100,10,10,10,10,10,10,"f","f","strict","f","f",1,8.67
"none","within a few hours",1,1,"t","t","t","Jamaica Plain","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",175,1000,3500,250,25,2,0,2,1125,4,6,30,120,148,99,10,10,10,10,10,10,"f","f","moderate","f","f",1,5.77
"none","within an hour",1,1,"t","t","t","Jamaica Plain","t","House","Entire home/apt",6,"2","2",2,"Real Bed",195,1000,3500,100,95,3,25,4,1125,0,0,15,290,24,96,10,10,10,10,10,10,"f","t","strict","f","f",1,2.81
"none","within a few hours",1,1,"f","t","t","Jamaica Plain","t","Condominium","Entire home/apt",4,"1","2",2,"Real Bed",145,1000,3500,400,80,1,0,2,1125,0,0,0,0,4,90,10,9,10,10,10,9,"f","f","strict","f","f",1,1.11
"none","within a day",1,0.58,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",200,1000,3500,100,50,1,0,2,1125,15,35,65,340,10,92,10,9,10,10,10,9,"f","f","moderate","f","f",1,0.6
"none","within a day",1,0.83,"f","t","t","Jamaica Plain","t","House","Private room",1,"1","1",1,"Futon",90,600,3500,150,100,1,0,1,1125,18,46,64,339,42,99,10,10,10,10,10,10,"f","f","flexible","f","f",1,2.45
"none","within a few hours",1,0.89,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",210,1700,7000,100,50,4,50,2,20,18,32,46,310,41,94,10,10,10,10,9,9,"f","f","moderate","f","f",1,1.25
"none","within a few hours",0.9,1,"f","t","f","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",75,1000,3500,100,15,1,15,2,14,9,39,59,59,8,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,1.94
"none","within an hour",1,0.67,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",46,1000,3500,100,10,1,0,1,1125,0,0,0,0,2,90,10,8,10,10,9,9,"f","f","flexible","f","f",1,0.4
"none","within a day",0.96,0.78,"f","t","t","Jamaica Plain","t","Condominium","Private room",2,"1","1",1,"Real Bed",75,450,1800,100,100,1,0,2,1125,30,60,90,365,12,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,1.08
"none","within an hour",1,0.78,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",6,"1","3",3,"Real Bed",500,1000,3500,400,100,6,0,1,1125,29,59,89,364,8,89,9,8,9,9,9,8,"f","t","flexible","f","f",4,0.33
"none","a few days or more",0.4,0.83,"f","t","f","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",60,1000,3500,100,100,1,0,2,10,0,0,29,146,4,90,10,9,10,10,8,10,"f","f","strict","f","f",1,1.97
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",5,"1","1",2,"Real Bed",130,899,2200,200,45,1,0,2,1125,0,3,30,299,66,90,9,9,10,10,9,9,"f","t","moderate","f","f",3,4.25
"none","within a few hours",1,0.81,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",6,"1.5","2",3,"Real Bed",190,1000,3500,500,80,4,20,2,1125,5,25,46,198,39,88,9,9,10,10,9,9,"f","f","moderate","f","f",1,1.53
"none","within a few hours",1,1,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",100,1000,3500,100,100,1,0,2,1125,23,53,83,358,24,91,9,9,10,10,9,9,"f","f","moderate","f","f",1,0.72
"none","a few days or more",0,1,"f","t","f","Jamaica Plain","t","House","Entire home/apt",6,"3","3",6,"Real Bed",450,2500,6000,100,150,1,0,1,1125,30,48,78,353,2,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,0.13
"none","within an hour",1,0.93,"t","t","t","Jamaica Plain","t","Apartment","Entire home/apt",8,"2","4",4,"Real Bed",399,1000,3500,100,120,4,0,2,1125,9,25,43,292,18,99,10,10,10,10,10,10,"f","f","strict","f","f",2,0.8
"none","within an hour",0.94,0.95,"t","t","t","Jamaica Plain","t","Apartment","Entire home/apt",5,"1","2",2,"Real Bed",350,1000,3500,100,50,4,25,1,270,0,0,0,240,13,98,10,9,10,10,9,9,"f","f","moderate","f","f",1,0.24
"none","within a few hours",1,0.25,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",200,1250,3500,150,100,2,10,2,14,0,0,0,0,32,98,10,10,10,10,10,10,"f","f","moderate","f","f",1,1.09
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",99,1000,3500,150,40,1,0,2,1125,0,0,0,0,2,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,0.18
"none","within an hour",1,1,"f","t","f","Jamaica Plain","t","House","Entire home/apt",6,"2","3",4,"Real Bed",295,1000,3500,100,100,1,0,3,1125,14,39,69,327,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,0.78,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",107,1000,3500,200,60,2,30,2,1125,28,58,88,363,20,81,9,8,9,9,8,8,"f","f","flexible","f","f",4,0.84
"none","within a day",0.8,0.9,"f","t","t","Jamaica Plain","t","Apartment","Private room",1,"1","1",1,"Real Bed",69,1000,3500,100,20,1,0,1,7,28,58,88,88,18,96,10,10,10,10,10,10,"f","f","moderate","f","f",2,1.16
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",76,541,1630,100,15,1,15,1,1125,11,29,59,149,57,92,10,9,10,10,10,9,"f","t","strict","f","f",3,4.68
"none","within a few hours",1,1,"t","t","t","Jamaica Plain","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",75,1000,1200,100,25,1,25,2,200,0,0,5,184,48,95,10,9,10,10,10,10,"f","f","moderate","f","f",2,6.15
"none","within a day",0.9,0.88,"f","t","t","Jamaica Plain","t","House","Private room",1,"1","1",1,"Real Bed",55,1000,3500,100,20,1,25,1,1125,0,0,0,0,9,78,9,6,9,9,9,8,"f","f","flexible","f","f",1,0.74
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",2,"Real Bed",65,1000,3500,100,100,1,0,1,1125,0,0,0,0,2,100,10,10,10,10,10,10,"f","f","flexible","f","f",2,1.25
"none","within a day",1,0.25,"f","t","t","Jamaica Plain","t","Condominium","Private room",2,"1.5","1",1,"Real Bed",59,1000,3500,95,15,1,10,2,1125,0,0,0,0,1,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",2,0.91
"none","within an hour",1,1,"t","t","t","Jamaica Plain","t","House","Private room",2,"1","1",1,"Real Bed",88,1000,3500,100,100,1,0,2,30,0,0,0,0,5,96,10,10,10,10,10,10,"f","f","moderate","f","f",3,0.86
"none","within a few hours",1,1,"f","t","t","Jamaica Plain","t","House","Entire home/apt",5,"2","4",3,"Real Bed",164,1000,3500,500,100,3,7,6,34,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","House","Entire home/apt",2,"1","0",1,"Real Bed",90,1000,3500,100,40,1,0,2,1125,5,12,29,283,139,93,9,10,10,10,9,9,"f","t","moderate","f","f",3,6.77
"none","within a day",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"2","2",2,"Real Bed",185,1000,3500,100,75,1,0,5,1125,0,0,0,0,4,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,0.15
"none","within an hour",1,1,"f","t","f","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",80,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within a few hours",0.92,0.94,"f","t","t","Jamaica Plain","t","House","Private room",2,"1","1",1,"Real Bed",105,1000,3500,200,7,1,10,2,1125,26,56,86,335,21,91,9,10,10,10,9,9,"f","f","strict","f","f",1,3.46
"none","within a few hours",1,0.96,"f","t","t","Jamaica Plain","t","House","Private room",2,"1","1",1,"Real Bed",90,1000,3500,100,100,1,0,1,1125,0,0,4,266,192,95,10,10,10,10,9,10,"f","f","moderate","f","f",1,5.58
"none","within a day",1,0.83,"t","t","t","Jamaica Plain","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",100,500,1600,100,50,2,0,3,31,2,4,9,284,115,97,10,10,10,10,10,10,"f","f","strict","t","t",1,1.9
"none","within a few hours",1,0.56,"t","t","t","Jamaica Plain","f","Apartment","Shared room",2,"1","1",1,"Real Bed",100,600,2000,500,50,1,20,1,1125,5,33,63,338,10,98,10,10,10,10,9,10,"f","f","strict","f","f",4,0.6
"none","within a few hours",1,0.17,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",5,"1.5","2",3,"Real Bed",200,1000,3500,200,100,1,0,2,1125,0,0,0,0,11,100,10,10,10,10,10,10,"f","f","strict","f","f",1,0.75
"none","within an hour",0.9,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",8,"1.5","4",4,"Real Bed",300,1000,3500,300,100,6,25,4,1125,0,0,0,133,2,100,10,10,9,10,9,9,"f","f","strict","f","f",2,0.05
"none","within an hour",1,1,"f","t","f","Jamaica Plain","t","House","Private room",2,"1","1",1,"Real Bed",60,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,0.9,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",6,"1","3",3,"Real Bed",319,1000,3500,100,40,6,25,1,1125,14,32,55,145,6,100,10,10,10,10,10,10,"f","f","moderate","f","f",2,0.63
"none","within a few hours",1,0.96,"t","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",85,450,3500,100,25,1,0,2,21,0,24,54,143,91,96,10,9,10,10,10,9,"f","f","moderate","f","f",2,2.29
"none","within a day",0.5,0.56,"f","t","t","Jamaica Plain","t","Condominium","Private room",2,"2","1",1,"Real Bed",70,1000,3500,100,100,1,0,1,1125,0,0,0,0,10,74,9,8,9,8,8,9,"f","f","flexible","f","f",1,3.13
"none","within an hour",1,1,"f","t","f","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",50,1000,3500,100,100,1,0,1,1125,0,0,0,24,2,60,6,6,8,10,10,6,"f","f","flexible","f","f",1,0.46
"none","within a few hours",1,0.86,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",119,888,2992,100,60,0,0,3,1125,0,1,18,146,14,86,8,8,10,10,9,9,"f","f","moderate","f","f",1,0.47
"none","within a day",1,0.5,"f","t","t","Jamaica Plain","t","Condominium","Entire home/apt",3,"1","1",2,"Real Bed",125,1000,3500,100,15,2,20,1,1125,0,0,0,0,2,100,10,10,10,10,10,10,"f","f","strict","f","f",2,1.36
"none","within a few hours",0.7,1,"f","t","f","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",53,1000,3500,100,100,1,0,1,7,0,0,0,0,5,80,6,7,10,8,9,9,"f","t","flexible","f","f",1,2.05
"none","within a few hours",1,1,"t","t","t","Jamaica Plain","t","Apartment","Private room",4,"1","1",1,"Real Bed",125,1000,3500,300,50,1,50,1,1125,30,60,90,365,13,95,10,10,10,10,10,9,"f","f","strict","f","f",2,0.5
"none","within an hour",1,1,"f","t","f","Jamaica Plain","f","House","Entire home/apt",6,"2.5","4",4,"Real Bed",199,1000,3500,100,100,5,30,3,13,0,5,35,35,1,100,10,10,10,10,8,10,"f","t","strict","f","f",1,1
"none","within a day",1,0.63,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",205,1150,3000,100,50,4,0,2,90,13,13,17,292,14,97,10,10,10,10,9,10,"f","f","strict","f","f",2,0.3
"none","within a day",1,1,"f","t","t","Jamaica Plain","t","Condominium","Entire home/apt",5,"1","2",2,"Real Bed",114,1000,2500,250,80,2,15,4,1125,0,0,0,213,8,95,10,10,10,10,10,10,"f","f","strict","f","f",1,0.56
"none","within an hour",1,1,"t","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",75,600,2100,100,100,1,15,2,30,14,32,62,337,131,98,10,10,10,10,10,10,"f","f","moderate","f","f",1,4.45
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",185,1100,3500,200,50,2,0,3,365,18,43,73,73,8,86,9,10,10,10,10,9,"f","f","strict","f","f",1,0.29
"none","within an hour",1,1,"t","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",75,1000,3500,100,100,2,25,1,10,22,44,69,159,150,97,10,9,10,10,9,10,"f","t","flexible","f","f",4,6.2
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"2.5","2",2,"Real Bed",180,1000,3500,500,90,2,20,3,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",1,1.97090844821492
"none","within a few hours",1,0.33,"f","t","f","Jamaica Plain","t","Apartment","Shared room",2,"1","1",1,"Pull-out Sofa",70,1000,3500,100,100,1,0,1,1125,30,57,57,57,5,96,10,9,10,10,10,10,"f","f","flexible","f","f",1,1.06
"none","within an hour",1,1,"t","t","t","Jamaica Plain","t","Bed & Breakfast","Entire home/apt",2,"1","1",2,"Real Bed",150,650,2200,100,40,2,15,2,90,8,31,61,211,71,96,10,10,10,10,9,9,"f","f","strict","f","f",3,5.74
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",120,1000,3500,100,50,1,0,1,21,0,0,5,5,10,96,10,10,9,10,9,10,"f","f","moderate","f","f",1,0.49
"none","within an hour",1,1,"f","t","f","Jamaica Plain","t","Apartment","Private room",2,"2","1",1,"Real Bed",92,1000,3500,100,10,1,0,14,1125,0,0,6,163,1,100,10,10,10,10,10,10,"f","f","strict","f","f",1,0.79
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",84,1000,3500,298,100,0,0,3,30,9,9,9,9,6,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,3
"none","within a few hours",1,0.2,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",200,1050,3500,100,100,4,50,2,14,0,0,0,248,29,89,9,9,9,10,9,9,"f","f","strict","f","f",2,1.14
"none","within an hour",1,1,"t","t","t","Jamaica Plain","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",115,530,3500,100,30,0,0,2,15,8,21,47,314,70,96,10,10,10,10,10,9,"f","f","strict","f","f",1,3.14
"none","within a day",1,0.5,"f","t","t","Jamaica Plain","f","Apartment","Shared room",1,"1","1",1,"Real Bed",49,1000,3500,100,100,1,0,1,14,25,51,81,81,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",2,1.97090844821492
"none","within a few hours",1,0.78,"t","t","t","Jamaica Plain","t","Townhouse","Private room",2,"1","1",1,"Real Bed",95,649,2289,100,30,1,0,2,1125,12,34,35,35,25,98,10,10,10,10,10,10,"f","f","strict","f","f",1,2.12
"none","within a day",0.67,0.33,"f","t","f","Jamaica Plain","t","House","Entire home/apt",6,"1","4",4,"Real Bed",275,1000,3500,450,80,1,0,3,9,0,0,4,168,1,100,10,10,10,10,10,10,"f","f","strict","f","f",1,0.03
"none","within an hour",1,1,"t","t","t","Jamaica Plain","t","Apartment","Entire home/apt",9,"1","4",4,"Real Bed",230,1300,4400,100,50,4,40,2,1125,9,28,53,328,75,97,10,10,10,10,9,10,"f","f","strict","f","f",1,3.85
"none","within a few hours",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"1","1",4,"Real Bed",130,695,2400,100,45,3,30,2,29,6,15,39,129,59,99,10,10,10,10,10,10,"f","f","moderate","f","f",1,4.55
"none","within an hour",1,0.96,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",5,"1","2",3,"Real Bed",192,1234,3600,650,64,4,10,3,185,6,23,53,177,20,93,10,10,10,10,8,9,"f","t","moderate","t","t",1,1.81
"none","within an hour",1,1,"f","t","f","Jamaica Plain","t","Apartment","Entire home/apt",5,"1","3",4,"Real Bed",175,1000,3500,500,40,1,0,2,1125,7,20,45,305,99,85,9,8,9,10,8,9,"f","t","moderate","f","f",1,5.39
"none","within a few hours",1,0.2,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",70,1000,3500,100,100,1,0,1,1125,30,60,90,365,2,80,10,8,9,10,9,8,"f","f","flexible","f","f",2,0.11
"none","within a few hours",1,1,"t","t","t","Jamaica Plain","t","Townhouse","Private room",2,"1.5","1",1,"Real Bed",65,450,1500,100,50,1,0,5,45,2,6,21,21,6,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,0.95
"none","within a few hours",0.9,0.83,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",100,1000,3500,100,100,1,0,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,"f","f","flexible","f","f",2,0.39
"none","within an hour",1,1,"f","t","f","Jamaica Plain","t","Apartment","Entire home/apt",3,"1","1",1,"Real Bed",185,1050,3500,100,100,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","House","Entire home/apt",10,"2.5","5",5,"Real Bed",250,1000,3500,500,125,4,25,5,1125,0,0,4,4,3,87,9,9,9,10,7,9,"f","f","strict","f","f",1,0.22
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",110,600,3500,100,50,2,10,1,1125,0,0,0,0,3,93,10,10,10,10,9,9,"f","f","moderate","f","f",1,0.17
"none","within a few hours",1,1,"f","t","t","Jamaica Plain","t","House","Entire home/apt",5,"1.5","2",3,"Real Bed",150,1200,3500,100,100,1,0,1,1125,1,1,12,13,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",6,"1","2",4,"Real Bed",168,1000,3500,200,50,1,0,2,1125,5,10,34,298,23,89,9,10,10,9,8,9,"f","t","moderate","f","f",3,5.61
"none","within an hour",1,1,"t","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",60,1000,3500,100,100,2,25,1,10,16,39,69,159,169,98,10,9,10,10,9,10,"f","t","flexible","f","f",4,6.94
"none","within an hour",1,0.82,"f","t","t","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",59,425,3500,100,12,1,10,1,1125,11,41,71,346,47,90,9,9,10,10,9,9,"f","f","moderate","f","f",1,2.78
"none","within an hour",1,1,"f","t","f","Jamaica Plain","t","House","Private room",2,"1","1",1,"Real Bed",60,350,1200,100,15,1,0,1,1125,5,23,53,328,15,91,9,9,10,10,10,9,"f","f","flexible","f","f",2,1.64
"none","within a day",0.8,0.7,"f","t","t","Jamaica Plain","t","Apartment","Entire home/apt",4,"1","2",4,"Real Bed",145,1000,3500,100,50,3,25,2,1125,0,0,0,0,7,94,10,10,10,9,10,10,"f","t","flexible","f","f",1,1.69
"none","within an hour",1,1,"f","t","f","Jamaica Plain","t","Apartment","Private room",2,"1","1",1,"Real Bed",80,480,3500,100,30,1,0,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,0.1
"none","within an hour",1,1,"t","t","t","Jamaica Plain","f","Apartment","Entire home/apt",3,"1","1",2,"Real Bed",114,998,3500,200,45,1,36,2,30,13,29,59,334,127,97,10,10,10,10,10,10,"f","t","strict","f","f",2,5.08
